assign_assigner_branch,assign_assigner_candidate_gt_count,assign_assigner_candidate_positive_count,assign_assigner_conflict_anchor_count,assign_assigner_conflict_metric,assign_assigner_final_gt_count,assign_assigner_final_positive_count,assign_assigner_post_conflict_gt_count,assign_assigner_post_conflict_positive_count,assign_assigner_post_secondary_topk_gt_count,assign_assigner_post_secondary_topk_positive_count,assign_assignment_matched_iou_mean,assign_assignment_matched_iou_p50,assign_assignment_matched_iou_p90,assign_assignment_overlap_rate,assign_box_loss,assign_cls_loss,assign_dfl_loss,assign_duplicate_positive_count,assign_positive_count,assign_unique_matched_gt_count,fn_iou50,fp_conf_mean,fp_iou50,gt_count,image,large_gt,large_tp,matched_iou_mean,matched_iou_p50,matched_iou_p90,medium_gt,medium_tp,prediction_count,small_gt,small_tp,tp_conf_mean,tp_iou50
one2one,3,21,0,overlap,3,3,3,21,3,3,0.910419225692749,0.9020885229110718,0.9634819269180298,0.0,0.6498953104019165,1.4720865488052368,0.0045056152157485485,0,3,3,1,0.004034622230750249,61,3,000000015597.jpg,1,1,0.9404595196247101,0.9404595196247101,0.9711563169956208,2,1,63,0,0,0.9095911383628845,2
one2one,5,35,0,overlap,5,5,5,35,5,5,0.7943158864974975,0.8932157158851624,0.9142122030258178,0.0,1.3076986074447632,2.067473888397217,0.004451497457921505,0,5,5,0,0.013610722598525048,295,5,000000016010.jpg,0,0,0.7991678833961486,0.893214762210846,0.9142120838165283,1,1,300,4,4,0.1963637207634747,5
one2one,8,56,11,overlap,8,8,8,42,8,8,0.7203124165534973,0.7251603603363037,0.867772763967514,0.0,1.922307014465332,2.748696804046631,0.007348996587097645,0,8,8,1,0.010467107568383795,129,8,000000017182.jpg,0,0,0.6969539182526725,0.7231066226959229,0.8783554553985596,7,6,136,1,1,0.10947755310085736,7
one2one,3,21,0,overlap,3,3,3,21,3,3,0.8716653982798258,0.9444968104362488,0.9561468958854675,0.0,0.8580686450004578,1.6974354982376099,0.00822761096060276,0,3,3,0,0.025348092667021167,48,3,000000017905.jpg,1,1,0.8716657757759094,0.9444969892501831,0.9561476945877075,2,2,51,0,0,0.33043984199563664,3
one2one,7,49,0,overlap,7,7,7,49,7,7,0.8678302594593593,0.8690003156661987,0.9487184882164001,0.0,0.9629204273223877,1.0801124572753906,0.010737297125160694,0,7,7,0,0.00983260628566438,153,7,000000018150.jpg,3,3,0.8678302594593593,0.8690003156661987,0.9487184882164001,3,3,160,1,1,0.4702196869267417,7
one2one,8,56,0,overlap,8,8,8,56,8,8,0.7743233814835548,0.8334444761276245,0.9174738645553588,0.0,1.5269432067871094,1.11163330078125,0.012476007454097271,0,8,8,0,0.010826134693897552,252,8,000000018837.jpg,3,3,0.7369534224271774,0.7541069388389587,0.9174738645553588,3,3,260,2,2,0.3730073568876833,8
one2one,2,14,0,overlap,2,2,2,14,2,2,0.9118174612522125,0.9118174612522125,0.9308521568775177,0.0,0.6605837345123291,0.24494852125644684,0.00635716924443841,0,2,2,0,0.07741639289694528,3,2,000000020059.jpg,1,1,0.9118174016475677,0.9118174016475677,0.9308524787425995,1,1,5,0,0,0.9009030163288116,2
one2one,2,14,0,overlap,2,2,2,14,2,2,0.8266153037548065,0.8266153037548065,0.8899688184261322,0.0,1.2534722089767456,3.02010440826416,0.013884371146559715,0,2,2,0,0.022688169833178937,298,2,000000021465.jpg,0,0,0.8266155421733856,0.8266155421733856,0.8899693429470062,2,2,300,0,0,0.601207971572876,2
one2one,5,35,2,overlap,5,5,5,33,5,5,0.8825394153594971,0.8581938147544861,0.9678103923797607,0.0,0.8417116403579712,1.3966312408447266,0.0055483682081103325,0,5,5,1,0.009722887585941021,186,5,000000022705.jpg,2,2,0.8713708817958832,0.8429260849952698,0.9391958773136139,2,1,190,1,1,0.749415785074234,4
one2one,4,22,1,overlap,4,4,4,21,4,4,0.5826552659273148,0.5782765746116638,0.8346622526645661,0.0,2.3844051361083984,2.162006139755249,0.01117013394832611,0,4,4,2,0.01100063775354017,194,4,000000022755.jpg,1,1,0.8228306770324707,0.8228306770324707,0.8464919090270996,1,1,196,2,0,0.2231433019042015,2
