assign_assigner_branch,assign_assignment_matched_iou_mean,assign_assignment_matched_iou_p50,assign_assignment_matched_iou_p90,assign_assignment_overlap_rate,assign_box_loss,assign_cls_loss,assign_dfl_loss,assign_duplicate_positive_count,assign_positive_count,assign_unique_matched_gt_count,fn_iou50,fp_conf_mean,fp_iou50,gt_count,image,large_gt,large_tp,matched_iou_mean,matched_iou_p50,matched_iou_p90,medium_gt,medium_tp,prediction_count,small_gt,small_tp,tp_conf_mean,tp_iou50
one2one,0.8169944479184992,0.8412338495254517,0.975394892692566,0.0,1.2042133808135986,0.9957067370414734,0.008917701430618763,0,17,17,2,0.014221605875431314,285,17,000000001000.jpg,9,9,0.8243039766947429,0.8666585087776184,0.9765347719192505,8,6,300,0,0,0.5865762658417225,15
one2one,0.9306952953338623,0.9306952953338623,0.9575929641723633,0.0,0.5119364857673645,1.1375118494033813,0.003394202096387744,0,2,2,0,0.013912606878544797,44,2,000000002261.jpg,0,0,0.7725871503353119,0.7725871503353119,0.8721759974956512,2,2,46,0,0,0.30118026211857796,2
one2one,0.9009270535575019,0.9438658952713013,0.9645117998123169,0.0,0.7030929923057556,1.465081810951233,0.011133497580885887,0,9,9,1,0.018445673239417374,250,9,000000002431.jpg,4,4,0.9046705290675163,0.9453053772449493,0.9657313704490662,4,4,258,1,0,0.4457579767331481,8
one2one,0.6859399055441221,0.7374250590801239,0.8711613655090332,0.0,1.9637892246246338,1.1360797882080078,0.006104135885834694,0,12,12,2,0.01424420916698172,186,12,000000007281.jpg,2,2,0.7185556709766387,0.7374277710914612,0.8764791250228882,2,2,196,8,6,0.5220338374376297,10
one2one,0.9450714588165283,0.9450714588165283,0.9788630485534668,0.0,0.39864784479141235,0.17486824095249176,0.003764512948691845,0,2,2,0,0.005725233054753127,28,2,000000008532.jpg,1,1,0.9450714588165283,0.9450714588165283,0.9788630485534668,1,1,30,0,0,0.9092316031455994,2
one2one,0.8157267332077026,0.8499231338500977,0.9416417837142944,0.0,1.2654320001602173,1.2303205728530884,0.0066261691972613335,0,10,10,0,0.018435750735860797,163,10,000000009378.jpg,1,1,0.7573705732822418,0.733951210975647,0.9416417837142944,5,5,173,4,4,0.4794466527644545,10
one2one,0.9578947424888611,0.9578947424888611,0.9578947424888611,0.0,0.3027726411819458,0.2820274233818054,0.0019385674968361855,0,1,1,0,0.006407745821504957,45,1,000000011122.jpg,0,0,0.9578942060470581,0.9578942060470581,0.9578942060470581,1,1,46,0,0,0.949540913105011,1
one2one,0.7707922101020813,0.746142566204071,0.9207600593566895,0.0,1.610888957977295,1.3218659162521362,0.01127498596906662,0,10,10,0,0.012378790930412926,207,10,000000011511.jpg,1,1,0.7648648679256439,0.7461424767971039,0.9207600653171539,7,7,217,2,2,0.41925037793116643,10
one2one,0.7618859745562077,0.8294438719749451,0.9277534067630768,0.0,1.4611600637435913,1.9520388841629028,0.008845246396958828,0,28,28,8,0.024178181667645862,280,28,000000012670.jpg,7,7,0.7985523760318756,0.8367524743080139,0.9371917843818665,14,12,300,7,1,0.32797102255281063,20
one2one,0.8036952081479525,0.8658060431480408,0.9100265622138977,0.0,1.2989437580108643,2.121443510055542,0.0067234039306640625,0,19,19,5,0.017939527280517963,286,19,000000013923.jpg,3,3,0.7987983013902392,0.8654865920543671,0.9194680809974671,11,8,300,5,3,0.45345875397989793,14
