assigner_branch,assignment_matched_iou_mean,assignment_matched_iou_p50,assignment_matched_iou_p90,assignment_overlap_rate,box_loss,cls_loss,dfl_loss,duplicate_positive_count,image,positive_count,unique_matched_gt_count
one2one,0.8169944479184992,0.8412338495254517,0.975394892692566,0.0,1.2042133808135986,0.9957067370414734,0.008917701430618763,0,000000001000.jpg,17,17
one2one,0.9306952953338623,0.9306952953338623,0.9575929641723633,0.0,0.5119364857673645,1.1375118494033813,0.003394202096387744,0,000000002261.jpg,2,2
one2one,0.9009270535575019,0.9438658952713013,0.9645117998123169,0.0,0.7030929923057556,1.465081810951233,0.011133497580885887,0,000000002431.jpg,9,9
one2one,0.6859399055441221,0.7374250590801239,0.8711613655090332,0.0,1.9637892246246338,1.1360797882080078,0.006104135885834694,0,000000007281.jpg,12,12
one2one,0.9450714588165283,0.9450714588165283,0.9788630485534668,0.0,0.39864784479141235,0.17486824095249176,0.003764512948691845,0,000000008532.jpg,2,2
one2one,0.8157267332077026,0.8499231338500977,0.9416417837142944,0.0,1.2654320001602173,1.2303205728530884,0.0066261691972613335,0,000000009378.jpg,10,10
one2one,0.9578947424888611,0.9578947424888611,0.9578947424888611,0.0,0.3027726411819458,0.2820274233818054,0.0019385674968361855,0,000000011122.jpg,1,1
one2one,0.7707922101020813,0.746142566204071,0.9207600593566895,0.0,1.610888957977295,1.3218659162521362,0.01127498596906662,0,000000011511.jpg,10,10
one2one,0.7618859745562077,0.8294438719749451,0.9277534067630768,0.0,1.4611600637435913,1.9520388841629028,0.008845246396958828,0,000000012670.jpg,28,28
one2one,0.8036952081479525,0.8658060431480408,0.9100265622138977,0.0,1.2989437580108643,2.121443510055542,0.0067234039306640625,0,000000013923.jpg,19,19
one2one,0.9078606168429056,0.8982824087142944,0.9625317811965942,0.0,0.667824387550354,1.4432365894317627,0.004641943611204624,0,000000015597.jpg,3,3
one2one,0.7942444145679474,0.8925133347511292,0.9118615984916687,0.0,1.3067682981491089,2.173271417617798,0.0045141056180000305,0,000000016010.jpg,5,5
one2one,0.7253249138593674,0.7226566970348358,0.8817115664482117,0.0,1.8882532119750977,2.829845666885376,0.007205076981335878,0,000000017182.jpg,8,8
one2one,0.8696625034014384,0.9430221319198608,0.9589333772659302,0.0,0.8630998134613037,1.9247585535049438,0.008410472422838211,0,000000017905.jpg,3,3
one2one,0.8709284663200378,0.872446596622467,0.9505004167556763,0.0,0.9427783489227295,1.0452007055282593,0.010537861846387386,0,000000018150.jpg,7,7
one2one,0.7676107883453369,0.8174704611301422,0.9127371370792389,0.0,1.5866791009902954,1.1072074174880981,0.01291180495172739,0,000000018837.jpg,8,8
one2one,0.9086271822452545,0.9086271822452545,0.9234256565570831,0.0,0.6864544153213501,0.24671384692192078,0.006654961500316858,0,000000020059.jpg,2,2
one2one,0.824095606803894,0.824095606803894,0.8854885339736939,0.0,1.275650978088379,2.903850793838501,0.014024821110069752,0,000000021465.jpg,2,2
one2one,0.890325129032135,0.8596302270889282,0.962187671661377,0.0,0.7980064153671265,1.4536348581314087,0.006053443998098373,0,000000022705.jpg,5,5
one2one,0.5822953879833221,0.571963295340538,0.8393874406814575,0.0,2.3628580570220947,2.155146837234497,0.011145389638841152,0,000000022755.jpg,4,4
one2one,0.9827773769696554,0.9821252226829529,0.9844980120658875,0.0,0.12928900122642517,0.10725118219852448,0.002795521868392825,0,000000022935.jpg,3,3
one2one,0.8987860083580017,0.8987860083580017,0.8987860083580017,0.0,0.6824949979782104,0.22301721572875977,0.006590575911104679,0,000000023666.jpg,1,1
one2one,0.6812376566231251,0.7496009469032288,0.9484487771987915,0.0,1.683450698852539,1.2386817932128906,0.007072469685226679,0,000000024243.jpg,18,18
one2one,0.7906636595726013,0.7906636595726013,0.8310680270195008,0.0,1.5858306884765625,1.5710930824279785,0.05397920310497284,0,000000025139.jpg,2,2
one2one,0.9115673303604126,0.8807198405265808,0.9563530325889588,0.0,0.6507334113121033,0.5885816216468811,0.005063814576715231,0,000000025424.jpg,3,3
one2one,0.8133109120222238,0.8314141035079956,0.9470341920852661,0.0,1.2607223987579346,1.3240340948104858,0.004900909494608641,0,000000026204.jpg,13,13
one2one,0.9413460493087769,0.9413460493087769,0.9494949579238892,0.0,0.4396675229072571,0.2774020731449127,0.00484062172472477,0,000000027982.jpg,2,2
one2one,0.8095063865184784,0.8095063865184784,0.890056174993515,0.0,1.3383840322494507,0.8832770586013794,0.008455431088805199,0,000000030494.jpg,2,2
one2one,0.9625268578529358,0.9625268578529358,0.9625268578529358,0.0,0.27067020535469055,0.1317557692527771,0.005032369866967201,0,000000030675.jpg,1,1
one2one,0.8809610724449157,0.8850240707397461,0.9564921617507934,0.0,0.8596734404563904,2.7235703468322754,0.007704125717282295,0,000000031735.jpg,5,5
one2one,0.8628672063350677,0.8628672063350677,0.9348847568035126,0.0,0.9661401510238647,0.5448316335678101,0.0043226564303040504,0,000000033005.jpg,2,2
one2one,0.9090928137302399,0.9090928137302399,0.9158228695392608,0.0,0.6844498515129089,1.2086659669876099,0.012078620493412018,0,000000034071.jpg,2,2
one2one,0.719976507127285,0.7415937185287476,0.9238357484340668,0.0,1.7026441097259521,0.6668519973754883,0.017548494040966034,0,000000034139.jpg,4,4
one2one,0.7943703532218933,0.8486287891864777,0.9396545588970184,0.0,1.3332140445709229,2.9654409885406494,0.011438087560236454,0,000000034257.jpg,6,6
one2one,0.7009158798239448,0.7099621593952179,0.9075873732566834,0.0,1.9546005725860596,2.1320157051086426,0.011057830415666103,0,000000036936.jpg,22,22
one2one,0.7349779222692762,0.7234125137329102,0.8841085731983186,0.0,1.901016116142273,2.0455877780914307,0.009413439780473709,0,000000039477.jpg,14,14
one2one,0.9406206607818604,0.9604057669639587,0.9681514799594879,0.0,0.4331758916378021,1.0739067792892456,0.008855102583765984,0,000000039769.jpg,6,6
one2one,0.7966278141195123,0.7986657619476318,0.9538825154304504,0.0,1.4486607313156128,0.8340570330619812,0.0038009323179721832,0,000000039914.jpg,11,11
one2one,0.8136814634005228,0.9021996855735779,0.949750554561615,0.0,1.1562232971191406,1.8826617002487183,0.009946377947926521,0,000000040036.jpg,3,3
one2one,0.6879455431511527,0.7420021295547485,0.8546613574028015,0.0,2.124816417694092,2.253241777420044,0.005709038116037846,0,000000040471.jpg,19,19
one2one,0.9439090490341187,0.9439090490341187,0.9439090490341187,0.0,0.39719876646995544,0.12230423837900162,0.008925400674343109,0,000000046804.jpg,1,1
one2one,0.8653111259142557,0.8932995200157166,0.9756684601306915,0.0,0.8999670147895813,1.6542953252792358,0.008207343518733978,0,000000047740.jpg,6,6
one2one,0.653327254312379,0.6716223955154419,0.9365753293037414,0.0,1.8000874519348145,2.030230760574341,0.006327948532998562,0,000000047801.jpg,7,7
one2one,0.9425942897796631,0.9425942897796631,0.9425942897796631,0.0,0.407321035861969,0.38352495431900024,0.0032697294373065233,0,000000049259.jpg,1,1
one2one,0.8916251063346863,0.8916251063346863,0.9481817126274109,0.0,0.784229040145874,0.23743043839931488,0.020514100790023804,0,000000049269.jpg,2,2
one2one,0.9402830402056376,0.9627905488014221,0.9794911980628968,0.0,0.43140918016433716,1.6911840438842773,0.007152507081627846,0,000000050326.jpg,3,3
one2one,0.849850982427597,0.8707694411277771,0.9328115701675415,0.0,1.065877079963684,2.2649307250976562,0.017596997320652008,0,000000050331.jpg,4,4
one2one,0.6864025723189116,0.6983180344104767,0.8888627588748932,0.0,1.994796872138977,3.273533344268799,0.0029651017393916845,0,000000052412.jpg,16,16
one2one,0.8229338526725769,0.8037417531013489,0.8898562073707581,0.0,1.3029359579086304,1.8989241123199463,0.024880802258849144,0,000000053529.jpg,3,3
one2one,0.7392639219760895,0.7902778685092926,0.8480120956897735,0.0,1.7975380420684814,1.808432936668396,0.015407999977469444,0,000000053994.jpg,4,4
one2one,0.9528654217720032,0.9528654217720032,0.9534432530403137,0.0,0.35427600145339966,0.16199396550655365,0.005520902574062347,0,000000054931.jpg,2,2
one2one,0.9763635993003845,0.9763635993003845,0.9763635993003845,0.0,0.17309994995594025,0.6799368262290955,0.005949957296252251,0,000000056545.jpg,1,1
one2one,0.7178073823451996,0.7484663426876068,0.8563422203063965,0.0,1.9766463041305542,1.3994234800338745,0.0022886719089001417,0,000000057760.jpg,18,18
one2one,0.7988479074678922,0.7897510528564453,0.952601158618927,0.0,1.3953953981399536,1.7105942964553833,0.009158015251159668,0,000000059044.jpg,19,19
one2one,0.48805259741269624,0.5244370698928833,0.6750364303588867,0.0,3.2399353981018066,2.0107734203338623,0.0034777349792420864,0,000000060363.jpg,13,13
one2one,0.8501556217670441,0.8552082777023315,0.9373583257198334,0.0,1.074518084526062,0.7230547666549683,0.00469980388879776,0,000000060886.jpg,14,14
one2one,0.7410419013570336,0.8165514469146729,0.9366992473602295,0.0,1.4243870973587036,1.4190958738327026,0.007435827981680632,0,000000060932.jpg,17,17
one2one,0.757499979601966,0.7631611227989197,0.918491792678833,0.0,1.675832986831665,2.5638368129730225,0.016282403841614723,0,000000061108.jpg,9,9
one2one,0.886988776070731,0.9505757093429565,0.9636914372444153,0.0,0.7486645579338074,0.7313737869262695,0.010696029290556908,0,000000061171.jpg,7,7
one2one,0.7553403036934989,0.8105012774467468,0.9510728597640992,0.0,1.5607062578201294,1.8710942268371582,0.00719413161277771,0,000000063047.jpg,7,7
one2one,0.8375143303590662,0.8700698614120483,0.9623343706130981,0.0,1.0781995058059692,1.485307216644287,0.014746084809303284,0,000000064084.jpg,17,17
one2one,0.9463551640510559,0.9463551640510559,0.9463551640510559,0.0,0.3824752867221832,0.2318357229232788,0.005661288276314735,0,000000064495.jpg,1,1
one2one,0.7270846168200175,0.7042015492916107,0.8697850108146667,0.0,1.9339442253112793,2.523817300796509,0.027952075004577637,0,000000064868.jpg,6,6
one2one,0.6585773733608863,0.7207750678062439,0.9097456097602844,0.0,1.9474663734436035,1.952728033065796,0.0035935258492827415,0,000000065798.jpg,17,17
one2one,0.9284417778253555,0.936888724565506,0.9629800319671631,0.0,0.5277553200721741,0.8034725785255432,0.005209099967032671,0,000000066635.jpg,4,4
one2one,0.897233329036019,0.9306021332740784,0.9704573750495911,0.0,0.7136952877044678,1.0568499565124512,0.00716404989361763,0,000000066771.jpg,11,11
