assign_assigner_branch,assign_assignment_matched_iou_mean,assign_assignment_matched_iou_p50,assign_assignment_matched_iou_p90,assign_assignment_overlap_rate,assign_box_loss,assign_cls_loss,assign_dfl_loss,assign_duplicate_positive_count,assign_positive_count,assign_unique_matched_gt_count,fn_iou50,fp_conf_mean,fp_iou50,gt_count,image,large_gt,large_tp,matched_iou_mean,matched_iou_p50,matched_iou_p90,medium_gt,medium_tp,prediction_count,small_gt,small_tp,tp_conf_mean,tp_iou50
one2one,0.8150016297312344,0.8526461720466614,0.9752030372619629,0.0,1.2225303649902344,1.0233731269836426,0.00906715914607048,0,17,17,2,0.014720086109612071,285,17,000000001000.jpg,9,9,0.8241270065307618,0.859294593334198,0.9764475703239441,8,6,300,0,0,0.5717026311904192,15
one2one,0.9222785234451294,0.9222785234451294,0.9538689851760864,0.0,0.5709647536277771,1.1491726636886597,0.004097735043615103,0,2,2,0,0.013772139659799312,46,2,000000002261.jpg,0,0,0.7646599113941193,0.7646599113941193,0.8591643393039703,2,2,48,0,0,0.28517791628837585,2
one2one,0.9101401964823405,0.9460842609405518,0.9636264324188233,0.0,0.6479506492614746,1.5601731538772583,0.01067195925861597,0,9,9,1,0.018975722914257524,245,9,000000002431.jpg,4,4,0.8988773450255394,0.9462289810180664,0.9650215744972229,4,4,253,1,0,0.44899520778562874,8
one2one,0.6798163503408432,0.7319882810115814,0.8643201768398285,0.0,2.011122465133667,1.1512181758880615,0.006336703896522522,0,12,12,2,0.013998043558795647,186,12,000000007281.jpg,2,2,0.7117639064788819,0.731989324092865,0.8693763971328735,2,2,196,8,6,0.5193355686962604,10
one2one,0.944138765335083,0.944138765335083,0.978660249710083,0.0,0.4050273001194,0.17826169729232788,0.0038367374800145626,0,2,2,0,0.005872754825696606,29,2,000000008532.jpg,1,1,0.944138765335083,0.944138765335083,0.978660249710083,1,1,31,0,0,0.9114420413970947,2
one2one,0.8079329550266265,0.830193042755127,0.9415592193603516,0.0,1.3271851539611816,1.1597163677215576,0.007000332698225975,0,10,10,0,0.017127358958783465,174,10,000000009378.jpg,1,1,0.7336421728134155,0.6818375289440155,0.9415592193603516,5,5,184,4,4,0.482254718337208,10
one2one,0.955775797367096,0.955775797367096,0.955775797367096,0.0,0.3172540068626404,0.2911113500595093,0.002032248768955469,0,1,1,0,0.006160505140239063,48,1,000000011122.jpg,0,0,0.9557753801345825,0.9557753801345825,0.9557753801345825,1,1,49,0,0,0.9478128552436829,1
one2one,0.7734404563903808,0.7507112920284271,0.9188663125038147,0.0,1.5921061038970947,1.31097412109375,0.011130381375551224,0,10,10,0,0.012373352818209313,204,10,000000011511.jpg,1,1,0.7681552231311798,0.7480778396129608,0.9188663303852082,7,7,214,2,2,0.4119414356304333,10
one2one,0.7600055124078479,0.8264735639095306,0.9322425425052643,0.0,1.4696815013885498,1.9431473016738892,0.00891537219285965,0,28,28,8,0.024207009907279697,280,28,000000012670.jpg,7,7,0.7980527460575104,0.833892285823822,0.9357842206954956,14,12,300,7,1,0.3260319205466658,20
one2one,0.8018452540824288,0.8629672527313232,0.9372119069099426,0.0,1.2825254201889038,1.9888674020767212,0.006768343038856983,0,19,19,5,0.01769304445006891,286,19,000000013923.jpg,3,3,0.8004604918616158,0.8612844049930573,0.9402795672416687,11,8,300,5,3,0.4654184940736741,14
one2one,0.9188906153043112,0.9042084217071533,0.9635703086853027,0.0,0.5933154225349426,1.4715244770050049,0.004232375882565975,0,3,3,1,0.0039703433819037555,72,3,000000015597.jpg,1,1,0.9413094818592072,0.9413094818592072,0.9709903299808502,2,1,74,0,0,0.9036264717578888,2
one2one,0.7971201241016388,0.9019521474838257,0.9123655080795288,0.0,1.2901729345321655,2.2052037715911865,0.0044620465487241745,0,5,5,0,0.0140050888531131,295,5,000000016010.jpg,0,0,0.8147923707962036,0.9019513130187988,0.9123655676841735,1,1,300,4,4,0.19174306830391288,5
one2one,0.7245320454239845,0.7195731103420258,0.8789533019065857,0.0,1.896670937538147,2.8336355686187744,0.00719368876889348,0,8,8,1,0.010678156597904213,138,8,000000017182.jpg,0,0,0.6939855217933655,0.7146854400634766,0.880113434791565,7,6,145,1,1,0.10909130349422672,7
one2one,0.869016687075297,0.9438692927360535,0.9568818926811218,0.0,0.8689382672309875,1.857232689857483,0.008459334261715412,0,3,3,0,0.02470709329403083,48,3,000000017905.jpg,1,1,0.8690170049667358,0.9438692927360535,0.956882655620575,2,2,51,0,0,0.3224780320500334,3
one2one,0.872296793120248,0.8739482760429382,0.952018940448761,0.0,0.931768536567688,1.0331758260726929,0.010347936302423477,0,7,7,0,0.00908640620764345,164,7,000000018150.jpg,3,3,0.8722967760903495,0.8739481568336487,0.952018940448761,3,3,171,1,1,0.4908940322098455,7
one2one,0.7679498046636581,0.8201143443584442,0.9111780226230621,0.0,1.5850951671600342,1.107709288597107,0.012843713164329529,0,8,8,0,0.010625664792137175,246,8,000000018837.jpg,3,3,0.7431704998016357,0.745804488658905,0.9111782014369965,3,3,254,2,2,0.37316104117780924,8
one2one,0.9086633920669556,0.9086633920669556,0.9249562501907349,0.0,0.6855880618095398,0.326715350151062,0.0066344644874334335,0,2,2,0,0.06769757578149438,5,2,000000020059.jpg,1,1,0.9086631536483765,0.9086631536483765,0.9249563455581665,1,1,7,0,0,0.8060957491397858,2
one2one,0.822697103023529,0.822697103023529,0.8832318186759949,0.0,1.2876338958740234,2.958768844604492,0.014089308679103851,0,2,2,0,0.022377855953879203,298,2,000000021465.jpg,0,0,0.822697252035141,0.822697252035141,0.8832321345806122,2,2,300,0,0,0.6121814548969269,2
one2one,0.8947215795516967,0.8756380081176758,0.9647228002548218,0.0,0.765174925327301,1.4605941772460938,0.0056517599150538445,0,5,5,1,0.012110980126696329,180,5,000000022705.jpg,2,2,0.8693126887083054,0.8362923264503479,0.9331753730773926,2,1,184,1,1,0.7465068995952606,4
one2one,0.5814730152487755,0.5714723318815231,0.8414801061153412,0.0,2.3520498275756836,2.1649467945098877,0.011176426894962788,0,4,4,2,0.010734512230376782,203,4,000000022755.jpg,1,1,0.8274804651737213,0.8274804651737213,0.8554777443408966,1,1,205,2,0,0.2027030885219574,2
one2one,0.9815786282221476,0.9805032014846802,0.9834920644760132,0.0,0.13827860355377197,0.10197148472070694,0.003074656706303358,0,3,3,0,0.006441689340309018,21,3,000000022935.jpg,3,3,0.9815784692764282,0.9805028438568115,0.9834918975830078,0,0,24,0,0,0.9136520028114319,3
one2one,0.9002143740653992,0.9002143740653992,0.9002143740653992,0.0,0.6739224195480347,0.21701380610466003,0.00649890024214983,0,1,1,0,0.004710957733914256,10,1,000000023666.jpg,1,1,0.9002146124839783,0.9002146124839783,0.9002146124839783,0,0,11,0,0,0.8596296906471252,1
one2one,0.6906736418604851,0.7952060401439667,0.9500626027584076,0.0,1.5912967920303345,1.3174935579299927,0.005497657228261232,0,18,18,5,0.019622776358800484,287,18,000000024243.jpg,3,3,0.8131983646979699,0.8443641662597656,0.9577590703964234,2,2,300,13,8,0.3837378123918405,13
one2one,0.7941396832466125,0.7941396832466125,0.8357148766517639,0.0,1.5576890707015991,1.5407944917678833,0.053225576877593994,0,2,2,0,0.00491994156036526,30,2,000000025139.jpg,2,2,0.7941396832466125,0.7941396832466125,0.8357148766517639,0,0,32,0,0,0.47367717139422894,2
one2one,0.925464948018392,0.9138283729553223,0.9634402751922607,0.0,0.5507007241249084,0.4570358395576477,0.004038499668240547,0,3,3,0,0.03805074676832495,12,3,000000025424.jpg,2,2,0.8658721844355265,0.8867224454879761,0.9580190896987915,0,0,15,1,1,0.7477292418479919,3
one2one,0.8106547502370981,0.835580587387085,0.9468456029891967,0.0,1.279431700706482,1.3071109056472778,0.004982810467481613,0,13,13,2,0.02448746587784645,289,13,000000026204.jpg,1,1,0.8151715289462697,0.8563658595085144,0.9472459554672241,6,6,300,6,4,0.596480455249548,11
one2one,0.9430928826332092,0.9430928826332092,0.9520902276039124,0.0,0.42637571692466736,0.2795708179473877,0.0047126468271017075,0,2,2,0,0.0066220799499812225,60,2,000000027982.jpg,1,1,0.9430930614471436,0.9430930614471436,0.9520905494689942,1,1,62,0,0,0.9146844446659088,2
one2one,0.8056454658508301,0.8056454658508301,0.8902298450469971,0.0,1.3575000762939453,0.5529788136482239,0.008493090979754925,0,2,2,0,0.03186651866417378,17,2,000000030494.jpg,1,1,0.8056454658508301,0.8056454658508301,0.8902298450469971,0,0,19,1,1,0.6594663709402084,2
one2one,0.9616987705230713,0.9616987705230713,0.9616987705230713,0.0,0.27641451358795166,0.13087812066078186,0.005192789249122143,0,1,1,0,0.0031875566615221593,13,1,000000030675.jpg,1,1,0.9616987705230713,0.9616987705230713,0.9616987705230713,0,0,14,0,0,0.9402651190757751,1
one2one,0.874961769580841,0.8837105631828308,0.9443252086639404,0.0,0.9075222015380859,2.6526267528533936,0.008046365343034267,0,5,5,1,0.011507937176124746,296,5,000000031735.jpg,2,2,0.8126165121793747,0.811869204044342,0.9407065808773041,3,2,300,0,0,0.45292911303113215,4
one2one,0.8629193007946014,0.8629193007946014,0.9354369580745697,0.0,0.9647908210754395,0.5333410501480103,0.004329938441514969,0,2,2,0,0.004340129597222752,169,2,000000033005.jpg,0,0,0.8629196286201477,0.8629196286201477,0.9354373097419739,2,2,171,0,0,0.8571102023124695,2
one2one,0.9087988138198853,0.9087988138198853,0.9175046682357788,0.0,0.6861860752105713,1.5069867372512817,0.012103124521672726,0,2,2,0,0.00829327833863707,112,2,000000034071.jpg,2,2,0.9087988138198853,0.9087988138198853,0.9175046682357788,0,0,114,0,0,0.09730261564254761,2
one2one,0.7197136282920837,0.7424115836620331,0.9231012523174286,0.0,1.7036380767822266,0.6713817715644836,0.017708875238895416,0,4,4,0,0.008937559191894671,139,4,000000034139.jpg,3,3,0.7349694818258286,0.7424115836620331,0.9231013357639313,1,1,143,0,0,0.6620369413867593,4
one2one,0.7882600923379263,0.8372529745101929,0.940148651599884,0.0,1.3834502696990967,3.024005651473999,0.011817604303359985,0,6,6,1,0.029682261960075822,295,6,000000034257.jpg,2,2,0.7948318719863892,0.7905893921852112,0.9253145456314087,2,2,300,2,1,0.07870246395468712,5
one2one,0.700255347923799,0.7168551683425903,0.9059147715568543,0.0,1.9558004140853882,2.1442677974700928,0.010897629894316196,0,22,22,5,0.018335719699000566,283,22,000000036936.jpg,4,4,0.7137023385833291,0.7243506908416748,0.8890735030174255,1,1,300,17,12,0.32358093126950893,17
one2one,0.7448601424694061,0.7263679206371307,0.8915387809276581,0.0,1.8395532369613647,2.175421953201294,0.009115708991885185,0,14,14,1,0.010336316333940396,286,15,000000039477.jpg,2,2,0.6822365479809898,0.6487730145454407,0.8849473416805268,4,4,300,9,8,0.1989808932661877,14
one2one,0.9388310809930166,0.9593304693698883,0.9675054848194122,0.0,0.4471735656261444,1.0797189474105835,0.009588731452822685,0,6,6,0,0.011205062173151722,54,6,000000039769.jpg,4,4,0.9451756874720255,0.960296630859375,0.9675054848194122,2,2,60,0,0,0.5575014237935344,6
one2one,0.7931802706284956,0.791252076625824,0.9539374113082886,0.0,1.4682899713516235,0.8288909196853638,0.003816891461610794,0,11,11,0,0.017649638371076436,150,11,000000039914.jpg,2,2,0.7594200101765719,0.791252076625824,0.9539374113082886,1,1,161,8,8,0.5244062163613059,11
one2one,0.8132958014806112,0.9016200304031372,0.9534620523452759,0.0,1.1466046571731567,1.8894011974334717,0.009618230164051056,0,3,3,1,0.01606710420866661,51,3,000000040036.jpg,2,2,0.9340212941169739,0.9340212941169739,0.9599423050880432,1,0,53,0,0,0.8637230396270752,2
