seed,cell,sample,model_forward_ms,adapter_total_ms,base_ms,factor_ms,adapter_residual_combine_ms,moe_total_ms,router_ms,shared_expert_ms,selected_expert_compute_ms,expert_dispatch_aggregate_ms,non_adapter_model_ms
260829,a,126,5.670688152313232,4.479327887296677,0.32870400696992874,4.112287953495979,0.038335926830768585,0,0,0,0,0.0,1.1913602650165558
260829,a,127,5.67193603515625,4.476096123456955,0.32870400696992874,4.109312012791634,0.03808010369539261,0,0,0,0,0.0,1.195839911699295
260829,a,128,5.673984050750732,4.484351962804794,0.32972800731658936,4.118528068065643,0.036095887422561646,0,0,0,0,0.0,1.189632087945938
260829,a,129,5.739520072937012,4.5260800421237946,0.35254400223493576,4.134911969304085,0.03862407058477402,0,0,0,0,0.0,1.2134400308132172
260829,a,130,5.68012809753418,4.487903922796249,0.3286080062389374,4.121471986174583,0.03782393038272858,0,0,0,0,0.0,1.1922241747379303
260829,a,131,5.708672046661377,4.503584057092667,0.3540799990296364,4.114432021975517,0.03507203608751297,0,0,0,0,0.0,1.2050879895687103
260829,a,132,5.68012809753418,4.4912638664245605,0.3330560028553009,4.120896086096764,0.03731177747249603,0,0,0,0,0.0,1.1888642311096191
260829,a,133,5.67523193359375,4.487167984247208,0.33177600055933,4.119519904255867,0.03587207943201065,0,0,0,0,0.0,1.1880639493465424
260829,a,134,5.696224212646484,4.480671912431717,0.3288640081882477,4.113568052649498,0.03823985159397125,0,0,0,0,0.0,1.2155523002147675
260829,a,135,5.660672187805176,4.4758080542087555,0.33084800094366074,4.108287990093231,0.036672063171863556,0,0,0,0,0.0,1.1848641335964203
260829,a,136,5.682176113128662,4.484416097402573,0.32870400696992874,4.117504060268402,0.03820803016424179,0,0,0,0,0.0,1.1977600157260895
260829,a,137,5.705728054046631,4.483071953058243,0.3336640000343323,4.111360028386116,0.038047924637794495,0,0,0,0,0.0,1.222656100988388
260829,a,138,5.682176113128662,4.486879974603653,0.3306240066885948,4.118368074297905,0.03788789361715317,0,0,0,0,0.0,1.1952961385250092
260829,a,139,5.695487976074219,4.505504101514816,0.35228799283504486,4.11545604467392,0.037760064005851746,0,0,0,0,0.0,1.1899838745594025
260829,a,140,5.69920015335083,4.4813439548015594,0.3276800066232681,4.116480082273483,0.037183865904808044,0,0,0,0,0.0,1.2178561985492706
260829,a,141,5.679872035980225,4.493247926235199,0.34303999692201614,4.1133760660886765,0.03683186322450638,0,0,0,0,0.0,1.1866241097450256
260829,a,142,5.696512222290039,4.486368089914322,0.33270400762557983,4.116480067372322,0.03718401491641998,0,0,0,0,0.0,1.2101441323757172
260829,a,143,5.673183917999268,4.482207924127579,0.33216000348329544,4.1134080439805984,0.036639876663684845,0,0,0,0,0.0,1.1909759938716888
260829,a,144,5.672959804534912,4.481184035539627,0.3314879983663559,4.113280013203621,0.03641602396965027,0,0,0,0,0.0,1.191775768995285
260829,a,145,5.701632022857666,4.504768073558807,0.33052799850702286,4.1367679089307785,0.03747216612100601,0,0,0,0,0.0,1.1968639492988586
260829,a,146,5.669888019561768,4.4811519384384155,0.3303680047392845,4.114432021975517,0.03635191172361374,0,0,0,0,0.0,1.188736081123352
260829,a,147,5.665056228637695,4.478207916021347,0.3307520002126694,4.112384036183357,0.035071879625320435,0,0,0,0,0.0,1.1868483126163483
260829,a,148,5.706431865692139,4.508416086435318,0.3540159985423088,4.116480052471161,0.0379200354218483,0,0,0,0,0.0,1.1980157792568207
260829,a,149,5.708799839019775,4.502783924341202,0.33212799578905106,4.133696034550667,0.03695989400148392,0,0,0,0,0.0,1.2060159146785736
260829,a,150,5.665791988372803,4.478815913200378,0.3277760073542595,4.112384051084518,0.038655854761600494,0,0,0,0,0.0,1.1869760751724243
260829,a,151,5.696512222290039,4.510719925165176,0.3329920023679733,4.11443205177784,0.0632958710193634,0,0,0,0,0.0,1.1857922971248627
260829,a,152,5.710847854614258,4.499776065349579,0.34675200283527374,4.116192057728767,0.03683200478553772,0,0,0,0,0.0,1.211071789264679
260829,a,153,5.677055835723877,4.485119968652725,0.33129600435495377,4.11545604467392,0.038367919623851776,0,0,0,0,0.0,1.1919358670711517
260829,a,154,5.694464206695557,4.482815980911255,0.33075200766324997,4.114432021975517,0.03763195127248764,0,0,0,0,0.0,1.2116482257843018
260829,a,155,5.673984050750732,4.480511963367462,0.329024001955986,4.11334390938282,0.038144052028656006,0,0,0,0,0.0,1.1934720873832703
