seed,device,cell,sample,image_index,total_ms,preprocess_ms,inference_ms,postprocess_ms,detections
260829,0,a,0,0,12.96746799198445,1.0758319986052811,10.351724995416589,1.0344580077799037,16
260829,0,a,1,1,13.109514009556733,1.144320995081216,10.447813998325728,1.0039280023192987,1
260829,0,a,2,2,12.979331004316919,1.107050004065968,10.346235008910298,1.0160529927816242,6
260829,0,a,3,3,13.088423991575837,1.192907991935499,10.391595002147369,1.0103740060003474,2
260829,0,a,4,4,12.939938009367324,1.0975589975714684,10.326567004085518,1.0166310094064102,4
260829,0,a,5,5,12.88337899313774,1.0829800012288615,10.293325001839548,1.013552988297306,2
260829,0,a,6,6,12.996710996958427,1.1158660054206848,10.367517999839038,1.0103929962497205,2
260829,0,a,7,7,13.176858992665075,1.1640260054264218,10.444927000207826,1.0642520064720884,3
260829,0,a,8,8,13.269761999254115,1.1277599987806752,10.593740007607266,1.0469550034031272,7
260829,0,a,9,9,13.057324002147652,1.1087090097134933,10.438676996272989,1.0092099983012304,16
260829,0,a,10,10,12.875622007413767,1.076767992344685,10.300756999640726,1.0066760005429387,7
260829,0,a,11,11,12.922407986479811,1.0796819988172501,10.33138700586278,1.0160289966734126,5
260829,0,a,12,12,13.00731000083033,1.1981779971392825,10.306430995115079,1.012589011224918,7
260829,0,a,13,13,12.892526996438392,1.123135007219389,10.24695800151676,1.02790399978403,2
260829,0,a,14,14,12.914749007904902,1.0555140033829957,10.348045994760469,1.0088529961649328,1
260829,0,a,15,15,13.02395599486772,1.1583570012589917,10.351267992518842,1.0160100064240396,5
260829,0,a,16,0,13.073285997961648,1.094239007215947,10.434434996568598,1.043461001245305,16
260829,0,a,17,1,13.038760997005738,1.1520679981913418,10.373372002504766,1.0145300038857386,1
260829,0,a,18,2,13.134295993950218,1.099512999644503,10.469697008375078,1.0581389942672104,6
260829,0,a,19,3,13.365061997319572,1.2325599964242429,10.608138996758498,1.006719990982674,2
260829,0,a,20,4,13.302724008099176,1.1621559970080853,10.599380999337882,1.0379039886174724,4
260829,0,a,21,5,13.127715996233746,1.05391199758742,10.544104996370152,1.032234009471722,2
260829,0,a,22,6,13.204603994381614,1.0618399974191561,10.5908669938799,1.0470609995536506,2
260829,0,a,23,7,13.087348997942172,1.1464049894129857,10.43171901255846,1.0094669996760786,3
260829,0,a,24,8,12.832825013902038,1.081016001990065,10.236174988676794,1.0169220040552318,7
260829,0,a,25,9,13.018334007938392,1.090842008125037,10.40122500853613,1.0208500025328249,16
260829,0,a,26,10,13.031502996454947,1.106951996916905,10.367613009293564,1.0474059963598847,7
260829,0,a,27,11,13.185667005018331,1.10889200004749,10.54017800197471,1.0335190017940477,5
260829,0,a,28,12,13.388082006713375,1.221357990289107,10.628962001646869,1.0316330008208752,7
260829,0,a,29,13,13.348851003684103,1.1466729920357466,10.673084005247802,1.0314239916624501,2
260829,0,a,30,14,13.104379992000759,1.0266610042890534,10.553462008829229,1.0112150048371404,1
260829,0,a,31,15,13.336471994989552,1.1751959973480552,10.635466998792253,1.0221130069112405,5
260829,0,a,32,0,13.015404998441227,1.0943850065814331,10.405345994513482,1.016845999401994,16
260829,0,a,33,1,13.00911400176119,1.1300330079393461,10.384962995885871,1.0039220069302246,1
260829,0,a,34,2,13.013809992116876,1.10628800757695,10.374196994234808,1.0272230138070881,6
260829,0,a,35,3,13.100077005219646,1.2129579990869388,10.383741988334805,1.0078970080940053,2
260829,0,a,36,4,12.936024009832181,1.0990250011673197,10.312255995813757,1.0195680079050362,4
260829,0,a,37,5,12.930600001709536,1.0761770099634305,10.30287699541077,1.0623760026646778,2
260829,0,a,38,6,13.067392996163107,1.0998770012520254,10.466142994118854,1.012814012938179,2
260829,0,a,39,7,13.090350010315888,1.1471339967101812,10.386028996435925,1.0580670059425756,3
260829,0,a,40,8,13.51722799881827,1.0816909925779328,10.88055998843629,1.0535549954511225,7
260829,0,a,41,9,13.38185800705105,1.1483990092528984,10.69148899114225,1.02689400955569,16
260829,0,a,42,10,13.070544999209233,1.0981699888361618,10.45353600056842,1.0197749943472445,7
260829,0,a,43,11,12.99462300084997,1.1071650078520179,10.383700995589606,1.014909998048097,5
260829,0,a,44,12,13.094304013065994,1.209502006531693,10.376653997809626,1.0112320014741272,7
260829,0,a,45,13,12.92412901239004,1.1149189958814532,10.305397998308763,1.0051889985334128,2
260829,0,a,46,14,13.086895007290877,1.0993339965352789,10.442985003464855,1.0400909959571436,1
260829,0,a,47,15,13.25540199468378,1.1635050032055005,10.561254995991476,1.0219889954896644,5
260829,0,a,48,0,13.030956994043663,1.0984129912685603,10.399210994364694,1.0296929976902902,16
260829,0,a,49,1,13.164117000997066,1.1444299889262766,10.48923000053037,1.019900999381207,1
260829,0,a,50,2,13.261938001960516,1.132115998188965,10.592609003651887,1.041112991515547,6
260829,0,a,51,3,13.390095002250746,1.2139669997850433,10.65209299849812,1.0233259963570163,2
260829,0,a,52,4,13.133290005498566,1.087592012481764,10.505559999728575,1.0349869990022853,4
260829,0,a,53,5,12.93425599578768,1.041608993546106,10.356430997489952,1.0320750006940216,2
260829,0,a,54,6,13.121696014422923,1.1100980045739561,10.475039001903497,1.0229470062768087,2
260829,0,a,55,7,13.265005996800028,1.148729003034532,10.55911100411322,1.0536619956837967,3
260829,0,a,56,8,13.254584991955198,1.1094349902123213,10.595318002742715,1.0449490073369816,7
260829,0,a,57,9,13.177568005630746,1.1056699877372012,10.531251013162546,1.0301129950676113,16
260829,0,a,58,10,13.145296004950069,1.125322000007145,10.487364008440636,1.026282989187166,7
260829,0,a,59,11,13.097495000693016,1.1230680102016777,10.433235991513357,1.0280590067850426,5
260829,0,a,60,12,13.015017000725493,1.1946759914280847,10.359338994021527,0.972431997070089,7
260829,0,a,61,13,12.807197999791242,1.0997339995810762,10.233135006274097,1.0003060015151277,2
260829,0,a,62,14,12.614251987542957,1.0422409977763891,10.161536993109621,0.9299049997935072,1
260829,0,a,63,15,12.272894993657246,1.0517750051803887,9.899971992126666,0.8952700009103864,5
260829,0,a,64,0,11.74213198828511,0.9031270019477233,9.631570006604306,0.8291379926959053,16
260829,0,a,65,1,11.738223998690955,0.9151139965979382,9.66607300506439,0.8208719955291599,1
260829,0,a,66,2,11.61820100969635,0.8692769915796816,9.582950006006286,0.8192069944925606,6
260829,0,a,67,3,11.942413009819575,1.0062570072477683,9.749666001880541,0.8359869971172884,2
260829,0,a,68,4,11.881710990564898,0.8841310045681894,9.746262003318407,0.8753900037845597,4
260829,0,a,69,5,11.80027300142683,0.912928007892333,9.669136998127215,0.8344719972228631,2
260829,0,a,70,6,11.831117008114234,0.8690649992786348,9.73505100409966,0.8661159954499453,2
260829,0,a,71,7,11.976584006333724,0.9767690062290058,9.749914999702014,0.870054995175451,3
260829,0,a,72,8,11.98658898647409,0.9004059975268319,9.791568998480216,0.904631000594236,7
260829,0,a,73,9,12.127251000492834,0.9713129984447733,9.866823995253071,0.8815530018182471,16
260829,0,a,74,10,12.11597399378661,0.9125759970629588,9.871242989902385,0.9336540097137913,7
260829,0,a,75,11,12.218404997838661,0.9685429977253079,9.903208003379405,0.9145679941866547,5
260829,0,a,76,12,12.346949995844625,1.0816760041052476,9.921894001308829,0.9191640128847212,7
260829,0,a,77,13,11.925620012334548,0.9724350093165413,9.71461999870371,0.8351959986612201,2
260829,0,a,78,14,11.625943006947637,0.8352419972652569,9.635442998842336,0.8111860079225153,1
260829,0,a,79,15,11.968638995313086,0.9617050091037527,9.70153599337209,0.9315450006397441,5
260829,0,a,80,0,12.028619006741792,0.969984001130797,9.795103003853,0.8515460067428648,16
260829,0,a,81,1,11.843946005683392,0.9594110015314072,9.672501997556537,0.8414240001002327,1
260829,0,a,82,2,12.167451001005247,0.8909589960239828,9.95545499608852,0.938132987357676,6
260829,0,a,83,3,12.20027799718082,1.0990260052494705,9.795652993489057,0.8739979966776446,2
260829,0,a,84,4,12.085644993931055,0.898359008715488,9.848832007264718,0.9428289922652766,4
260829,0,a,85,5,12.43320399953518,0.980431999778375,10.084269000799395,0.9397579997312278,2
260829,0,a,86,6,12.497294999775477,0.9655709873186424,10.07798699720297,1.0068739939015359,2
