assign_assigner_branch,assign_assigner_candidate_gt_count,assign_assigner_candidate_positive_count,assign_assigner_conflict_anchor_count,assign_assigner_conflict_metric,assign_assigner_final_gt_count,assign_assigner_final_positive_count,assign_assigner_post_conflict_gt_count,assign_assigner_post_conflict_positive_count,assign_assigner_post_secondary_topk_gt_count,assign_assigner_post_secondary_topk_positive_count,assign_assignment_matched_iou_mean,assign_assignment_matched_iou_p50,assign_assignment_matched_iou_p90,assign_assignment_overlap_rate,assign_box_loss,assign_cls_loss,assign_dfl_loss,assign_duplicate_positive_count,assign_positive_count,assign_unique_matched_gt_count,fn_iou50,fp_conf_mean,fp_iou50,gt_count,image,large_gt,large_tp,matched_iou_mean,matched_iou_p50,matched_iou_p90,medium_gt,medium_tp,prediction_count,small_gt,small_tp,tp_conf_mean,tp_iou50
one2one,1,7,0,overlap,1,1,1,7,1,1,0.9845914840698242,0.9845914840698242,0.9845914840698242,0.0,0.11379402875900269,0.46972721815109253,0.0033475360833108425,0,1,1,0,0.0018518422730267048,4,1,000000056545.jpg,1,1,0.9845917224884033,0.9845917224884033,0.9845917224884033,0,0,5,0,0,0.3966221809387207,1
one2one,18,88,1,overlap,18,18,18,87,18,18,0.7172912740045123,0.7498106360435486,0.8560817658901214,0.0,1.9758541584014893,1.4299581050872803,0.0022803021129220724,0,18,18,3,0.02397310744296548,194,18,000000057760.jpg,0,0,0.7537841796875,0.770304799079895,0.8596574187278747,0,0,209,18,15,0.386562691628933,15
one2one,19,129,0,overlap,19,19,19,129,19,19,0.805082851334622,0.8229281306266785,0.9386148691177368,0.0,1.3448406457901,1.8324509859085083,0.009103194810450077,0,19,19,2,0.03334409104620663,283,19,000000059044.jpg,5,5,0.7619247015784768,0.7889341711997986,0.9419942498207092,9,8,300,5,4,0.3672703037805417,17
one2one,13,58,3,overlap,13,13,13,55,13,13,0.492378436602079,0.5310173034667969,0.6731704473495483,0.0,3.2219624519348145,2.125359058380127,0.00435589998960495,0,13,13,6,0.0056054312277190165,33,13,000000060363.jpg,1,1,0.640322174344744,0.624579668045044,0.798996376991272,1,0,40,11,6,0.15516618536120014,7
one2one,14,92,2,overlap,14,14,14,90,14,14,0.8514194658824376,0.8551857769489288,0.936254870891571,0.0,1.0647661685943604,0.7381657361984253,0.004660073667764664,0,14,14,0,0.02272057452709642,286,14,000000060886.jpg,0,0,0.851419597864151,0.8551855683326721,0.9362546741962433,9,9,300,5,5,0.6339978793902057,14
one2one,17,108,0,overlap,17,17,17,108,17,17,0.7333272651714438,0.7279542088508606,0.9438871741294861,0.0,1.4896295070648193,1.3384472131729126,0.007758051156997681,0,17,17,3,0.02191214260996899,286,17,000000060932.jpg,3,3,0.7607811093330383,0.716179609298706,0.9461191415786743,9,8,300,5,3,0.45790571107396055,14
one2one,9,58,0,overlap,9,9,9,58,9,9,0.752157900068495,0.7842528820037842,0.9130780100822449,0.0,1.7028872966766357,2.5612475872039795,0.01647171378135681,0,9,9,2,0.008395806384040838,293,9,000000061108.jpg,5,4,0.7438991240092686,0.7993905544281006,0.9238296985626221,0,0,300,4,3,0.17002357707159327,7
one2one,7,49,2,overlap,7,7,7,47,7,7,0.8883746862411499,0.9467363953590393,0.9661747336387634,0.0,0.7475529909133911,0.8681797981262207,0.010911652818322182,0,7,7,0,0.019043953272032756,149,7,000000061171.jpg,6,6,0.8702599831989833,0.9467363953590393,0.9661746621131897,1,1,156,0,0,0.38041327467986513,7
one2one,7,49,5,overlap,7,7,7,44,7,7,0.738215548651559,0.7776429653167725,0.9450179219245911,0.0,1.654749870300293,1.9235525131225586,0.007640504278242588,0,7,7,2,0.006021390708799406,287,7,000000063047.jpg,1,1,0.8054123997688294,0.8072927594184875,0.9465419769287109,5,4,292,1,0,0.5904093547724187,5
one2one,17,119,7,overlap,17,17,17,110,17,17,0.8500088383169735,0.899688184261322,0.9565040826797485,0.0,1.0034167766571045,1.6887720823287964,0.013867808505892754,0,17,17,0,0.011276772313140632,273,17,000000064084.jpg,11,11,0.7803931902436649,0.8327256441116333,0.9565042734146119,6,6,290,0,0,0.25086467255673867,17
one2one,1,7,0,overlap,1,1,1,7,1,1,0.9435458779335022,0.9435458779335022,0.9435458779335022,0.0,0.4013899564743042,0.22862808406352997,0.005944276228547096,0,1,1,0,0.003296886510388167,27,1,000000064495.jpg,1,1,0.9435458779335022,0.9435458779335022,0.9435458779335022,0,0,28,0,0,0.9103906750679016,1
one2one,6,42,0,overlap,6,6,6,42,6,6,0.7304024994373322,0.7029445171356201,0.8650604784488678,0.0,1.9253425598144531,2.5301363468170166,0.027724578976631165,0,6,6,2,0.00991469252391174,207,6,000000064868.jpg,3,3,0.7774671316146851,0.7982470989227295,0.8798522591590882,1,0,211,2,1,0.5370841019321233,4
one2one,17,91,0,overlap,17,17,17,91,17,17,0.6551927669959909,0.7241910099983215,0.9115527749061585,0.0,1.9703068733215332,1.9462456703186035,0.003578025847673416,0,17,17,6,0.013153745485856407,289,17,000000065798.jpg,0,0,0.7610874934629961,0.729385256767273,0.9334388375282288,3,3,300,14,8,0.2973126203075729,11
one2one,4,28,0,overlap,4,4,4,28,4,4,0.9212158471345901,0.9356858432292938,0.9566751301288605,0.0,0.5793768167495728,0.7402907609939575,0.005292457062751055,0,4,4,0,0.011250606255031171,47,4,000000066635.jpg,2,2,0.9212159365415573,0.9356854557991028,0.9566747307777405,1,1,51,1,1,0.7066652813227847,4
one2one,11,77,0,overlap,11,11,11,77,11,11,0.9037333130836487,0.9294360876083374,0.9768908619880676,0.0,0.6784861087799072,1.045775294303894,0.007039612624794245,0,11,11,0,0.013416752385162461,289,11,000000066771.jpg,4,4,0.8865840164097872,0.9294360876083374,0.9768922328948975,6,6,300,1,1,0.4795044485310262,11
one2one,1,7,0,overlap,1,1,1,7,1,1,0.936352550983429,0.936352550983429,0.936352550983429,0.0,0.44729989767074585,0.7402604222297668,0.015949653461575508,0,1,1,0,0.007306329012817132,119,1,000000066886.jpg,1,1,0.936352550983429,0.936352550983429,0.936352550983429,0,0,120,0,0,0.9462911486625671,1
one2one,4,27,0,overlap,4,4,4,27,4,4,0.9482276141643524,0.9499221742153168,0.9753669023513794,0.0,0.38268303871154785,0.22155599296092987,0.001186850480735302,0,4,4,0,0.007488007172884672,81,4,000000067406.jpg,0,0,0.9482267051935196,0.9499221742153168,0.9753666698932648,2,2,85,2,2,0.8828304708003998,4
one2one,36,207,16,overlap,35,35,35,188,35,35,0.6563777050801686,0.7218808531761169,0.9193053841590882,0.0,1.8448690176010132,2.2721810340881348,0.005150639917701483,0,35,35,17,0.03563458433740639,280,37,000000067616.jpg,1,1,0.7170426189899445,0.6760389804840088,0.963471519947052,9,7,300,27,12,0.286287828697823,20
one2one,4,28,0,overlap,4,4,4,28,4,4,0.9195279181003571,0.9536883533000946,0.9634215235710144,0.0,0.56901615858078,0.799717366695404,0.0044165547005832195,0,4,4,0,0.027227693763561548,25,4,000000068078.jpg,2,2,0.8047383576631546,0.8764357566833496,0.9564595997333527,2,2,29,0,0,0.59846281260252,4
one2one,2,14,0,overlap,2,2,2,14,2,2,0.9650151431560516,0.9650151431560516,0.9682699143886566,0.0,0.26259058713912964,0.2372564673423767,0.006730937864631414,0,2,2,0,0.01263419125138575,36,2,000000068765.jpg,2,2,0.9650151431560516,0.9650151431560516,0.9682699143886566,0,0,38,0,0,0.9493381977081299,2
one2one,4,28,2,overlap,4,4,4,26,4,4,0.8659956008195877,0.8795247673988342,0.9707131505012512,0.0,0.9277566075325012,1.1953778266906738,0.015503070317208767,0,4,4,0,0.004232975214930071,31,4,000000069106.jpg,3,3,0.8164692670106888,0.8316735029220581,0.9707129895687103,1,1,35,0,0,0.6906825571786612,4
