assigner_branch,assigner_candidate_gt_count,assigner_candidate_positive_count,assigner_conflict_anchor_count,assigner_conflict_metric,assigner_final_gt_count,assigner_final_positive_count,assigner_post_conflict_gt_count,assigner_post_conflict_positive_count,assigner_post_secondary_topk_gt_count,assigner_post_secondary_topk_positive_count,assignment_matched_iou_mean,assignment_matched_iou_p50,assignment_matched_iou_p90,assignment_overlap_rate,box_loss,cls_loss,dfl_loss,duplicate_positive_count,image,positive_count,unique_matched_gt_count
one2one,4,28,0,overlap,4,4,4,28,4,4,0.8070564270019531,0.8441448211669922,0.9385929226875305,0.0,1.2717430591583252,0.9422682523727417,0.013766458258032799,0,000000375469.jpg,4,4
one2one,2,14,0,overlap,2,2,2,14,2,2,0.8498111963272095,0.8498111963272095,0.8941841840744018,0.0,1.1021807193756104,0.2938035726547241,0.009071622043848038,0,000000425702.jpg,2,2
one2one,38,232,15,overlap,38,38,38,216,38,38,0.4837384251387496,0.4509442150592804,0.8105678379535677,0.0,2.9521470069885254,2.5399255752563477,0.011776839382946491,0,000000416991.jpg,38,38
one2one,4,24,0,overlap,4,4,4,24,4,4,0.6805800590664148,0.8234309256076813,0.9586492896080017,0.0,0.9587941765785217,2.196385383605957,0.007397293113172054,0,000000429011.jpg,4,4
one2one,2,14,0,overlap,2,2,2,14,2,2,0.9248460829257965,0.9248460829257965,0.9797673046588897,0.0,0.5282966494560242,0.608565092086792,0.0020694725681096315,0,000000581317.jpg,2,2
one2one,6,42,0,overlap,6,6,6,42,6,6,0.8238659600416819,0.8387362062931061,0.9580907225608826,0.0,1.200005292892456,1.5325065851211548,0.019891008734703064,0,000000047740.jpg,6,6
one2one,5,35,5,overlap,5,5,5,30,5,5,0.7923159956932068,0.9322237372398376,0.9583765983581543,0.0,1.062090516090393,2.427039623260498,0.015383772552013397,0,000000449190.jpg,5,5
one2one,2,14,0,overlap,2,2,2,14,2,2,0.8139451742172241,0.8139451742172241,0.8754576444625854,0.0,1.3518869876861572,2.900237560272217,0.01734490878880024,0,000000021465.jpg,2,2
one2one,9,63,0,overlap,9,9,9,63,9,9,0.8222721616427103,0.7673935890197754,0.9730932593345643,0.0,1.190466284751892,1.6520339250564575,0.01638098992407322,0,000000095707.jpg,9,9
one2one,1,7,0,overlap,1,1,1,7,1,1,0.963816225528717,0.963816225528717,0.963816225528717,0.0,0.26173630356788635,0.1458890736103058,0.006114697549492121,0,000000030675.jpg,1,1
